Dates,Susceptible,VaccinatedSusceptible,Infected,VaccinatedInfected,Hospitalized,VaccinatedHospitalized,Recovered,Extinct
01/09/2020,0.999521739,0,0.000141304,0,2.17E-06,0,0.000334783,0
02/09/2020,0.999520652,0,0.000132609,0,2.17E-06,0,0.000344565,0
03/09/2020,0.999519565,0,0.000128261,0,2.17E-06,0,0.00035,0
04/09/2020,0.999515217,0,0.000121739,0,0,0,0.000363043,0
05/09/2020,0.99951413,0,0.000115217,0,0,0,0.000370652,0
06/09/2020,0.99951413,0,0.00011087,0,0,0,0.000375,0
07/09/2020,0.999513043,0,0.000104348,0,0,0,0.000382609,0
08/09/2020,0.99951087,0,9.89E-05,0,0,0,0.000390217,0
09/09/2020,0.999508696,0,8.91E-05,0,0,0,0.000402174,0
10/09/2020,0.999506522,0,8.59E-05,0,0,0,0.000407609,0
11/09/2020,0.999502174,0,7.93E-05,0,0,0,0.000418478,0
12/09/2020,0.999497826,0,7.61E-05,0,0,0,0.000426087,0
13/09/2020,0.999497826,0,7.39E-05,0,0,0,0.000428261,0
14/09/2020,0.999491304,0,7.39E-05,0,1.09E-06,0,0.000433696,0
15/09/2020,0.999482609,0,7.17E-05,0,1.09E-06,0,0.000444565,0
16/09/2020,0.999473913,0,7.28E-05,0,1.09E-06,0,0.000452174,0
17/09/2020,0.999465217,0,6.96E-05,0,2.17E-06,0,0.000463043,0
18/09/2020,0.999453261,0,7.83E-05,0,2.17E-06,0,0.000466304,0
19/09/2020,0.999444565,0,8.48E-05,0,2.17E-06,0,0.000468478,0
20/09/2020,0.999434783,0,9.02E-05,0,4.35E-06,0,0.000470652,0
21/09/2020,0.999427174,0,9.57E-05,0,4.35E-06,0,0.000472826,0
22/09/2020,0.99941413,0,0.000106522,0,5.43E-06,0,0.000473913,0
23/09/2020,0.999388043,0,0.000128261,0,6.52E-06,0,0.000477174,0
24/09/2020,0.999378261,0,0.000132609,0,8.70E-06,0,0.000480435,0
25/09/2020,0.999357609,0,0.000148913,0,8.70E-06,0,0.000484783,0
26/09/2020,0.999353261,0,0.000140217,0,1.09E-05,0,0.000495652,0
27/09/2020,0.99933587,0,0.000151087,0,1.30E-05,0,0.0005,0
28/09/2020,0.999313043,0,0.000173913,0,1.09E-05,0,0.000502174,0
29/09/2020,0.999298913,0,0.000186957,0,7.61E-06,0,0.000506522,0
30/09/2020,0.999283696,0,0.0002,0,7.61E-06,0,0.000508696,0
01/10/2020,0.999271739,0,0.000209783,0,5.43E-06,0,0.000513043,0
02/10/2020,0.999254348,0,0.000222826,0,6.52E-06,0,0.000516304,0
03/10/2020,0.999233696,0,0.000238043,0,5.43E-06,0,0.000522826,0
04/10/2020,0.999217391,0,0.000245652,0,5.43E-06,0,0.000531522,0
05/10/2020,0.999188043,0,0.000273913,0,5.43E-06,0,0.000532609,0
06/10/2020,0.999171739,0,0.000284783,0,4.35E-06,0,0.00053913,0
07/10/2020,0.999134783,0,0.000313043,0,3.26E-06,0,0.000548913,0
08/10/2020,0.999113043,0,0.000323913,0,6.52E-06,0,0.000556522,0
09/10/2020,0.999076087,0,0.000352174,0,4.35E-06,0,0.000567391,0
10/10/2020,0.999058696,0,0.00036087,0,4.35E-06,0,0.000576087,0
11/10/2020,0.999015217,0,0.000396739,0,4.35E-06,0,0.000583696,0
12/10/2020,0.998954348,0,0.000444565,0,6.52E-06,0,0.000594565,0
13/10/2020,0.998895652,0,0.000492391,0,7.61E-06,0,0.000604348,0
14/10/2020,0.998801087,0,0.000577174,0,6.52E-06,0,0.000615217,0
15/10/2020,0.99866087,0,0.000688043,0,1.30E-05,0,0.000638043,0
16/10/2020,0.998548913,0,0.00078587,0,1.52E-05,0,0.00065,0
17/10/2020,0.998467391,0,0.000845652,0,2.39E-05,0,0.000663043,0
18/10/2020,0.998421739,0,0.000883696,0,2.28E-05,0,0.000671739,0
19/10/2020,0.998288043,0,0.000996739,0,2.61E-05,0,0.00068913,0
20/10/2020,0.998152174,0,0.001107609,0,2.28E-05,0,0.000717391,0
21/10/2020,0.998002174,0,0.001241304,0,2.61E-05,0,0.000730435,0
22/10/2020,0.997851087,0,0.001377174,0,2.28E-05,0,0.000748913,0
23/10/2020,0.997723913,0,0.001492391,0,2.28E-05,0,0.00076087,0
24/10/2020,0.997645652,0,0.00155,0,2.50E-05,0,0.000779348,0
25/10/2020,0.99755,0,0.001629348,0,2.39E-05,0,0.000796739,0
26/10/2020,0.997391304,0,0.001765217,0,2.61E-05,0,0.000817391,0
27/10/2020,0.997277174,0,0.001845652,0,2.72E-05,0,0.00085,0
28/10/2020,0.997179348,0,0.001920652,0,2.50E-05,0,0.000875,0
29/10/2020,0.997042391,0,0.002019565,0,2.83E-05,0,0.000909783,0
30/10/2020,0.996856522,0,0.002177174,0,2.83E-05,0,0.000938043,0
31/10/2020,0.996728261,0,0.002267391,0,2.72E-05,0,0.000977174,0
01/11/2020,0.99658587,0,0.002392391,0,2.61E-05,0,0.000995652,0
02/11/2020,0.996409783,0,0.002525,0,2.61E-05,0,0.00103913,0
03/11/2020,0.996247826,0,0.002629348,0,2.50E-05,0,0.001096739,1.09E-06
04/11/2020,0.996002174,0,0.00281087,0,2.83E-05,0,0.001157609,1.09E-06
05/11/2020,0.995786957,0,0.002920652,0,3.37E-05,0,0.001257609,1.09E-06
06/11/2020,0.995528261,0,0.003036957,0,3.15E-05,0,0.001402174,1.09E-06
07/11/2020,0.995382609,0,0.003068478,0,2.93E-05,0,0.001518478,1.09E-06
08/11/2020,0.995291304,0,0.00306087,0,3.15E-05,0,0.001615217,1.09E-06
09/11/2020,0.99508913,0,0.003208696,0,3.26E-05,0,0.001668478,1.09E-06
10/11/2020,0.99491087,0,0.003254348,0,2.72E-05,0,0.001806522,1.09E-06
11/11/2020,0.994704348,0,0.003318478,0,2.72E-05,0,0.001948913,1.09E-06
12/11/2020,0.994478261,0,0.00338913,0,2.50E-05,0,0.002106522,1.09E-06
13/11/2020,0.994292391,0,0.003421739,0,2.61E-05,0,0.002258696,1.09E-06
14/11/2020,0.994145652,0,0.003434783,0,2.93E-05,0,0.00238913,1.09E-06
15/11/2020,0.994017391,0,0.003479348,0,2.50E-05,0,0.002477174,1.09E-06
16/11/2020,0.993747826,0,0.003646739,0,2.72E-05,0,0.002577174,1.09E-06
17/11/2020,0.993502174,0,0.003729348,0,2.72E-05,0,0.002740217,1.09E-06
18/11/2020,0.993227174,0,0.00388913,0,3.04E-05,0,0.002852174,1.09E-06
19/11/2020,0.992943478,0,0.00406087,0,3.48E-05,0,0.002959783,1.09E-06
20/11/2020,0.992622826,0,0.004201087,0,4.46E-05,0,0.003130435,1.09E-06
21/11/2020,0.992413043,0,0.004118478,0,4.46E-05,0,0.003422826,1.09E-06
22/11/2020,0.992195652,0,0.00411413,0,4.89E-05,0,0.003640217,1.09E-06
23/11/2020,0.991901087,0,0.004186957,0,5.00E-05,0,0.00386087,1.09E-06
24/11/2020,0.991628261,0,0.004163043,0,5.54E-05,0,0.004152174,1.09E-06
25/11/2020,0.991347826,0,0.004138043,0,5.65E-05,0,0.004456522,1.09E-06
26/11/2020,0.991098913,0,0.003997826,0,6.09E-05,0,0.004841304,1.09E-06
27/11/2020,0.990816304,0,0.003940217,0,6.20E-05,0,0.005180435,1.09E-06
28/11/2020,0.99058913,0,0.003913043,0,6.85E-05,0,0.005428261,1.09E-06
29/11/2020,0.990407609,0,0.003952174,0,7.50E-05,0,0.00556413,1.09E-06
30/11/2020,0.990063043,0,0.004179348,0,7.50E-05,0,0.005681522,1.09E-06
01/12/2020,0.989694565,0,0.004332609,0,6.85E-05,0,0.005903261,1.09E-06
02/12/2020,0.989422826,0,0.004377174,0,6.96E-05,0,0.006129348,1.09E-06
03/12/2020,0.989086957,0,0.004415217,0,6.63E-05,0,0.006430435,1.09E-06
04/12/2020,0.988826087,0,0.004347826,0,6.20E-05,0,0.006761957,2.17E-06
05/12/2020,0.988701087,0,0.004296739,0,6.85E-05,0,0.006931522,2.17E-06
06/12/2020,0.98863587,0,0.004253261,0,7.50E-05,0,0.007033696,2.17E-06
07/12/2020,0.988536957,0,0.004108696,0,7.28E-05,0,0.007279348,2.17E-06
08/12/2020,0.988421739,0,0.003967391,0,7.17E-05,0,0.007536957,2.17E-06
09/12/2020,0.988231522,0,0.003976087,0,7.17E-05,0,0.007718478,2.17E-06
10/12/2020,0.987951087,0,0.004098913,0,6.96E-05,0,0.007877174,3.26E-06
11/12/2020,0.987617391,0,0.004318478,0,7.07E-05,0,0.007990217,3.26E-06
12/12/2020,0.98725,0,0.004483696,0,7.17E-05,0,0.008191304,3.26E-06
13/12/2020,0.986901087,0,0.004721739,0,7.28E-05,0,0.008301087,3.26E-06
14/12/2020,0.986505435,0,0.004858696,0,7.61E-05,0,0.008555435,4.35E-06
15/12/2020,0.986098913,0,0.005095652,0,8.04E-05,0,0.008720652,4.35E-06
16/12/2020,0.985706522,0,0.00523587,0,8.15E-05,0,0.008971739,4.35E-06
17/12/2020,0.985217391,0,0.005395652,0,7.39E-05,0,0.009308696,4.35E-06
18/12/2020,0.984841304,0,0.005469565,0,7.83E-05,0,0.009606522,4.35E-06
19/12/2020,0.984520652,0,0.005629348,0,8.70E-05,0,0.009758696,4.35E-06
20/12/2020,0.984246739,0,0.005741304,0,9.57E-05,0,0.009911957,4.35E-06
21/12/2020,0.983751087,0,0.005915217,0,0.000103261,0,0.010226087,4.35E-06
22/12/2020,0.983320652,0,0.006030435,0,0.000103261,0,0.010541304,4.35E-06
23/12/2020,0.982907609,0,0.006131522,0,0.000119565,0,0.010836957,4.35E-06
24/12/2020,0.982604348,0,0.006148913,0,0.00011413,0,0.011128261,4.35E-06
25/12/2020,0.982563043,0,0.006019565,0,0.000118478,0,0.011294565,4.35E-06
26/12/2020,0.982181522,0,0.006188043,0,0.000121739,0,0.011504348,4.35E-06
27/12/2020,0.981807609,0,0.006441304,0,0.000125,0,0.011621739,4.35E-06
28/12/2020,0.981040217,0,0.006930435,0,0.000125,0,0.0119,4.35E-06
29/12/2020,0.980403261,0,0.007341304,0,0.000130435,0,0.012119565,5.43E-06
30/12/2020,0.979765217,0,0.007790217,0,0.000125,0,0.01231413,5.43E-06
31/12/2020,0.97918587,0,0.008195652,0,0.000125,0,0.012488043,5.43E-06
01/01/2021,0.978990217,0,0.00823587,0,0.000141304,0,0.012627174,5.43E-06
02/01/2021,0.978295652,0,0.008633696,0,0.000152174,0,0.012913043,5.43E-06
03/01/2021,0.977806522,0,0.008745652,0,0.000151087,0,0.013291304,5.43E-06
04/01/2021,0.977120652,0,0.008923913,0,0.000147826,0,0.013802174,5.43E-06
05/01/2021,0.976482609,0,0.009166304,0,0.000146739,0,0.014198913,5.43E-06
06/01/2021,0.976032609,0,0.009259783,0,0.00016413,0,0.014538043,5.43E-06
07/01/2021,0.975127174,0.000370652,0.009413043,0,0.000172826,0,0.01491087,5.43E-06
08/01/2021,0.974165217,0.000930435,0.009421739,0,0.000179348,0,0.015296739,6.52E-06
09/01/2021,0.973247826,0.001498913,0.009465217,0,0.000191304,0,0.015590217,6.52E-06
10/01/2021,0.972408696,0.002078261,0.009442391,0,0.000196739,0,0.015867391,6.52E-06
11/01/2021,0.971478261,0.002682609,0.009359783,0,0.000193478,0,0.016279348,6.52E-06
12/01/2021,0.970581522,0.003308696,0.00895,0,0.00018913,0,0.016963043,7.61E-06
13/01/2021,0.969658696,0.003957609,0.008065217,0,0.000194565,0,0.018116304,7.61E-06
14/01/2021,0.968767391,0.004633696,0.007690217,0,0.000192391,0,0.018707609,8.70E-06
15/01/2021,0.967819565,0.005323913,0.007255435,1.09E-06,0.000190217,0,0.019401087,8.70E-06
16/01/2021,0.966916304,0.006047826,0.006898913,1.09E-06,0.00018587,0,0.019940217,9.78E-06
17/01/2021,0.965990217,0.006809783,0.006042391,2.17E-06,0.000201087,0,0.020940217,1.41E-05
18/01/2021,0.965077174,0.007558696,0.005465217,3.26E-06,0.000191304,0,0.021688043,1.63E-05
19/01/2021,0.964118478,0.008328261,0.005005435,3.26E-06,0.000186957,0,0.022340217,1.74E-05
20/01/2021,0.963171739,0.009102174,0.004657609,3.26E-06,0.000180435,0,0.022867391,1.74E-05
21/01/2021,0.962272826,0.009875,0.00441087,4.35E-06,0.000169565,0,0.02325,1.74E-05
22/01/2021,0.961380435,0.010658696,0.003993478,4.35E-06,0.000165217,0,0.023779348,1.85E-05
23/01/2021,0.960459783,0.011447826,0.00378913,6.52E-06,0.00016413,0,0.024111957,2.07E-05
24/01/2021,0.959577174,0.012219565,0.003526087,6.52E-06,0.000159783,0,0.024490217,2.07E-05
25/01/2021,0.958684783,0.012971739,0.003246739,6.52E-06,0.000152174,0,0.024917391,2.07E-05
26/01/2021,0.957815217,0.013703261,0.003030435,7.61E-06,0.000144565,0,0.025278261,2.07E-05
27/01/2021,0.956991304,0.014411957,0.002801087,9.78E-06,0.000145652,0,0.025619565,2.07E-05
28/01/2021,0.956168478,0.015102174,0.002661957,9.78E-06,0.000145652,0,0.025890217,2.17E-05
29/01/2021,0.955365217,0.015776087,0.002491304,1.09E-05,0.000136957,0,0.026197826,2.17E-05
30/01/2021,0.9546,0.016443478,0.002370652,1.09E-05,0.000134783,0,0.026418478,2.17E-05
31/01/2021,0.953851087,0.017084783,0.002293478,1.09E-05,0.000140217,1.09E-06,0.026595652,2.28E-05
01/02/2021,0.953131522,0.017695652,0.00218587,1.30E-05,0.000130435,1.09E-06,0.026817391,2.50E-05
02/02/2021,0.952397826,0.018281522,0.002080435,1.52E-05,0.000125,1.09E-06,0.027072826,2.61E-05
03/02/2021,0.951715217,0.018841304,0.002023913,1.52E-05,0.000122826,1.09E-06,0.027254348,2.61E-05
04/02/2021,0.951043478,0.019368478,0.001991304,1.52E-05,0.000116304,2.17E-06,0.027436957,2.61E-05
05/02/2021,0.950396739,0.019878261,0.001980435,1.52E-05,0.000117391,2.17E-06,0.027582609,2.72E-05
06/02/2021,0.949793478,0.020369565,0.001983696,1.30E-05,0.000109783,2.17E-06,0.027701087,2.72E-05
07/02/2021,0.949125,0.02093913,0.001942391,1.30E-05,0.000115217,2.17E-06,0.027834783,2.83E-05
08/02/2021,0.948391304,0.021556522,0.001891304,1.41E-05,0.000105435,2.17E-06,0.028007609,3.15E-05
09/02/2021,0.947608696,0.022231522,0.001854348,1.63E-05,9.67E-05,2.17E-06,0.028158696,3.15E-05
10/02/2021,0.946703261,0.023023913,0.001802174,1.30E-05,9.35E-05,3.26E-06,0.028327174,3.37E-05
11/02/2021,0.945758696,0.023867391,0.001794565,1.20E-05,9.13E-05,3.26E-06,0.028438043,3.48E-05
12/02/2021,0.944711957,0.024821739,0.001766304,1.09E-05,8.48E-05,2.17E-06,0.028567391,3.48E-05
13/02/2021,0.943569565,0.025841304,0.001782609,1.20E-05,9.13E-05,1.09E-06,0.028666304,3.59E-05
14/02/2021,0.942391304,0.026916304,0.001771739,1.30E-05,9.02E-05,2.17E-06,0.028779348,3.59E-05
15/02/2021,0.941225,0.027971739,0.001752174,1.52E-05,9.02E-05,2.17E-06,0.028906522,3.70E-05
16/02/2021,0.940011957,0.029082609,0.001741304,1.41E-05,9.35E-05,2.17E-06,0.029016304,3.80E-05
17/02/2021,0.938771739,0.030223913,0.001690217,1.30E-05,9.13E-05,2.17E-06,0.029169565,3.80E-05
18/02/2021,0.937486957,0.031380435,0.00168913,1.30E-05,9.13E-05,2.17E-06,0.029297826,3.91E-05
19/02/2021,0.93621413,0.032567391,0.001642391,1.30E-05,8.37E-05,2.17E-06,0.029438043,3.91E-05
20/02/2021,0.934861957,0.03378587,0.001655435,1.09E-05,9.13E-05,3.26E-06,0.029552174,3.91E-05
21/02/2021,0.933366304,0.035181522,0.00166087,9.78E-06,9.67E-05,3.26E-06,0.029642391,3.91E-05
22/02/2021,0.931647826,0.036728261,0.001688043,8.70E-06,9.57E-05,3.26E-06,0.02978913,3.91E-05
23/02/2021,0.929794565,0.038408696,0.001744565,7.61E-06,9.35E-05,4.35E-06,0.029907609,3.91E-05
24/02/2021,0.927609783,0.040420652,0.001815217,1.09E-05,9.46E-05,4.35E-06,0.030005435,3.91E-05
25/02/2021,0.925105435,0.042703261,0.001942391,1.09E-05,9.35E-05,4.35E-06,0.030101087,3.91E-05
26/02/2021,0.922304348,0.045301087,0.002040217,1.20E-05,9.02E-05,3.26E-06,0.030209783,3.91E-05
27/02/2021,0.919283696,0.04803587,0.002240217,1.41E-05,9.02E-05,3.26E-06,0.030292391,4.02E-05
28/02/2021,0.916333696,0.050759783,0.002370652,1.41E-05,9.67E-05,5.43E-06,0.030379348,4.02E-05
01/03/2021,0.913451087,0.053382609,0.002493478,1.63E-05,8.48E-05,5.43E-06,0.030526087,4.02E-05
02/03/2021,0.910613043,0.055944565,0.00266413,1.63E-05,9.02E-05,5.43E-06,0.030626087,4.02E-05
03/03/2021,0.907976087,0.058294565,0.002856522,1.63E-05,9.35E-05,6.52E-06,0.030716304,4.02E-05
04/03/2021,0.905473913,0.060493478,0.003030435,1.74E-05,0.000105435,6.52E-06,0.030832609,4.02E-05
05/03/2021,0.903195652,0.062483696,0.003176087,1.74E-05,0.000116304,5.43E-06,0.030965217,4.02E-05
06/03/2021,0.900857609,0.064483696,0.003420652,2.07E-05,0.000123913,4.35E-06,0.031048913,4.02E-05
07/03/2021,0.898506522,0.066521739,0.003613043,2.39E-05,0.000144565,4.35E-06,0.031145652,4.02E-05
08/03/2021,0.896126087,0.068490217,0.003871739,2.61E-05,0.000153261,4.35E-06,0.031288043,4.02E-05
09/03/2021,0.893794565,0.070417391,0.004103261,2.93E-05,0.000166304,4.35E-06,0.031443478,4.13E-05
10/03/2021,0.891407609,0.072317391,0.004393478,3.26E-05,0.000175,4.35E-06,0.031627174,4.24E-05
11/03/2021,0.889122826,0.074188043,0.004607609,4.13E-05,0.000195652,5.43E-06,0.031796739,4.24E-05
12/03/2021,0.886846739,0.076025,0.00483913,4.35E-05,0.000196739,8.70E-06,0.031997826,4.24E-05
13/03/2021,0.884602174,0.077896739,0.005048913,4.67E-05,0.000192391,1.09E-05,0.032159783,4.24E-05
14/03/2021,0.882319565,0.079806522,0.00518587,5.22E-05,0.000204348,8.70E-06,0.032379348,4.35E-05
15/03/2021,0.880120652,0.081720652,0.005276087,5.33E-05,0.000213043,9.78E-06,0.032563043,4.35E-05
16/03/2021,0.877761957,0.083595652,0.005430435,6.52E-05,0.000219565,8.70E-06,0.032875,4.35E-05
17/03/2021,0.875456522,0.085479348,0.005607609,7.28E-05,0.000209783,9.78E-06,0.033120652,4.35E-05
18/03/2021,0.873193478,0.087372826,0.005722826,7.83E-05,0.000198913,9.78E-06,0.033380435,4.35E-05
19/03/2021,0.870901087,0.089254348,0.005765217,8.48E-05,0.000194565,9.78E-06,0.033746739,4.35E-05
20/03/2021,0.868633696,0.091154348,0.005867391,8.91E-05,0.000193478,8.70E-06,0.034009783,4.35E-05
21/03/2021,0.866376087,0.093021739,0.005972826,9.89E-05,0.000198913,7.61E-06,0.034280435,4.35E-05
22/03/2021,0.86413587,0.094792391,0.00596413,0.000104348,0.000205435,6.52E-06,0.034747826,4.35E-05
23/03/2021,0.862125,0.096471739,0.00588913,0.00011413,0.000209783,8.70E-06,0.035138043,4.35E-05
24/03/2021,0.860098913,0.09813913,0.005853261,0.000120652,0.000202174,7.61E-06,0.035533696,4.46E-05
25/03/2021,0.858066304,0.09985,0.00583913,0.000125,0.000195652,9.78E-06,0.035868478,4.57E-05
26/03/2021,0.856067391,0.10148587,0.005761957,0.000127174,0.000186957,9.78E-06,0.03631413,4.67E-05
27/03/2021,0.854148913,0.1031,0.005729348,0.000142391,0.00018587,9.78E-06,0.036636957,4.67E-05
28/03/2021,0.852191304,0.104733696,0.005723913,0.000144565,0.000195652,1.09E-05,0.036953261,4.67E-05
29/03/2021,0.850066304,0.106344565,0.005817391,0.000155435,0.000181522,1.09E-05,0.037377174,4.67E-05
30/03/2021,0.848070652,0.107917391,0.005811957,0.000158696,0.000169565,7.61E-06,0.037816304,4.78E-05
31/03/2021,0.846041304,0.109461957,0.005847826,0.00016087,0.00016413,8.70E-06,0.038267391,4.78E-05
01/04/2021,0.843972826,0.111086957,0.005948913,0.000173913,0.000179348,9.78E-06,0.038580435,4.78E-05
02/04/2021,0.841884783,0.112602174,0.006078261,0.00018587,0.000172826,1.20E-05,0.039016304,4.78E-05
03/04/2021,0.839866304,0.114206522,0.006095652,0.000196739,0.000188043,1.20E-05,0.039386957,4.78E-05
04/04/2021,0.837641304,0.115977174,0.006232609,0.000194565,0.000192391,1.20E-05,0.039701087,4.89E-05
